#Default

; cutscenes.tbl
2026, "Intelligence has determined that only one Vasudan Cruiser remains in this system, the $h Taurus.  If the Vasudans decide to attack the $f Plato on its way to Ribos, they will certainly use the $h Taurus."

2027, "The number of Vasudan attack craft in this system is minimal.  Intelligence estimates at most two strike squads.  If something should go wrong, the $f Plato is equipped with an $f escape $f pod.  The escape pod will attempt to make the subspace jump to Ribos."

2028, "Alpha wing will provide cover for the Plato, and, if necessary, the Plato's Escape Pod.  The safety of the prototype is vital, and all Vasudan threats must be eliminated."

2029, "Pay special attention to any Vasudan bombers that may arrive.  Bombers will be the greatest threat to the $f Plato during this operation."

2030, "When you've cleared the area of hostile bombers, eliminate other threats and continue escorting the Plato to the intersystem subspace node."

2031, "Your inability to protect the crew of the Plato and the prototype for the Avenger cannon has dealt a serious blow to the GTA.

Perhaps you'll meet your new primary objective: cleaning the heads on the Galatea."

2032, "Keeping the Plato intact might not be possible, but protecting the small and fast escape pod shouldn't be too difficult.  When the pod has made the subspace jump, you can safely jump back to the Galatea."

2033, "From your ship's sensor's records, it appears there was little you could have done to protect the Plato.  Its loss will be mourned, but at least her crew is safe."

2034, "Intelligence has analyzed the data you provided from the attempted visual identification.  There is no record of such ships.  They do not appear to be Vasudan.  The conclusion is that they belong to a new species.

These ships are not detectable by our sensors.  Worse, they appear to have some type of energy-shielding system, making them nearly immune to our attacks.

But the greatest concern is their weapons.  They are more powerful than anything in the GTA or VPE arsenal.

We believe the data you gathered will prove valuable in discovering a weakness in this new adversary."

2035, "It is regrettable you were not able to gain a visual identification of the unknown ships.  During subsequent attacks, Intelligence has gathered limited information.

These ships do not appear to be Vasudan.  The conclusion is that they belong to a new species.

The ships are not detectable by our sensors.  Worse, they appear to have some type of energy-shielding system, making them nearly immune to our attacks.

But the greatest concern is their weapons.  They are more powerful than anything in the GTA or VPE arsenal.

We are confident our scientists will soon discover a weakness in this new adversary."

2036, "If you can get within 300 meters of one of the unknown ships before they leave, you may be able to obtain vital information for Terran Command."

2037, "In all of their recent attacks in Terran Space, not one of these unknown fighters has been destroyed.  It is hoped that a weakness will be found soon."

2038, "If you can destroy one of the unknown fighters, you can prove to GTA that their fighters are not invulnerable.  
That would certainly boost morale all over the GTA."

2039, "In all of their recent attacks in Terran Space, not one of these unknown fighters had been destroyed.

Your destruction of one of these new enemies has already boosted morale.  Well done, Pilot."

2040, "Plato's Crew"

; mdu-28.fs2

2041, "Destroy Taurus"

; sm1-05a.fs2

2042, "Get Visual on Unknowns"

2043, "Escort Plato"

2044, "Escort the Escape Pod"

2045, "Escort the Crew of the Plato to the Node."

2046, "Visually identify the unknown ships."

2047, "Kill the Unknown Fighter"

2048, "The Taurus is warping in ahead."

2049, "Reading four unknown-class fighters in the area.  Signal is sporadic."

2050, "Unknowns are attacking the Vasudans.  Alpha 1, get a visual identification.  Do not open fire!"

2051, "My sensors can't get a lock on the unknowns!"

2052, "What in the Hell?  They took out the Taurus already!"

; mdu-26.fs2

2053, "Visual confirmed.  Intelligence will want to see these sensor logs."

; sm1-05a.fs2

2054, "More unknowns appearing.  They're going for the Plato!"

2055, "This is the Plato's crew.  We're in an escape pod, cover us!"

2056, "We made it, Alpha 1.  Jumping out now!"

2057, "The crew of the Plato made the jump.  Return to the Galatea."

2058, "Target destroyed, sir.  Now we know they can be killed."

2059, "The unknowns are jumping out.  Did anyone get a close look at one?"

2060, "They're jumping out.  What is going on here?"

2061, "Vasudan wing eliminated."

; mdu-15.fs2

2062, "Delta here... need some help?"

; sm1-05a.fs2

2063, "Enemy bomber sighted!"

; sm1-06a.fs2

2064, "Paving the Way"

2065, "Act 1, Mission 6."

2066, "$b * $b GTD $b Galatea
$b * $b Antares $b System
$b * $b 1/18/35

$b The $b Shivans

Terran Command has confirmed the existence of a new species.  Until further contact is established, Command has designated them ''Shivans''.  

The Shivans have inflicted heavy casualties to both Terran and Vasudan forces in the Beta Cygni and Vega systems, and appear to be making a rapid push into other key systems along the Terran-Vasudan front.  All contact has been lost with our forces in the Ikeya and Ross 128 systems."

2067, "$b The $b Vasudans 

The Vasudan government has contacted the GTA and proposed a cease fire.  Considering the reports regarding the Vasudan and Terran losses to the Shivans, this should not come as a surprise.  

Terran Command has not yet responded.

Expect to hear more from Terran Command on this later today."

2068, "$b Hostile $b Contacts

All Shivan forces should be considered a serious threat.

You are authorized to engage any Shivan ship that stands in the way of your mission objectives. 

Attempts to establish communication with the Shivans have failed.  Intelligence will continue its attempts to learn more about this new adversary."

2069, "$b Shivan $b Technologies

What little information has been learned about Shivan technology concerns their fighter shielding system.  This shield system makes them nearly impervious to our ML-16 Laser.  

R&D is currently modifying the Avenger Prototype cannon to make it more useful against the shields.  

Additionally, our fighters cannot target their ships due to our lack of data regarding the Shivan electronics systems.  Plans are currently underway to remedy this situation."

2070, "$b Orders

Terran Intelligence is working around the clock to give us more information.  

Until then, we have been ordered to move into the Beta Cygni system and monitor any activity."

2071, "Due to increased encounters with Shivan forces, Terran Command has ordered the Galatea to the Beta Cygni system to monitor Shivan activity.  The Galatea has taken quite a beating since her last repair, and there isn't time to follow the safest route."

2072, "The Antares-Beta Cygni Jump Node lies in the center of a dense asteroid field, making it one of the least used jump nodes in the galaxy.  Standard procedure would have us circumvent this node completely, requiring two jumps.  Now we have no choice."

2073, "Weapons systems have taken damage from enemy bombers.  The Galatea should be able to make it through the Asteroid Field, but Alpha wing will be deployed to destroy approaching asteroids."

2074, "Alpha Wing will fly point for the $f Galatea and destroy any asteroids that cross its flight path."

2075, "Asteroids that are considered a threat to the $f Galatea will be marked by white targeting brackets.  Destroy these asteroids first."

2076, "Once the Galatea has jumped out, you are to report to the $f GTD $f Bastion, stationed in Antares.  The $f Bastion will take you to Ikeya for your next mission.  Your wing will rendezvous with the $f Galatea in Beta Cygni upon completion of that mission."

2077, "In the event of enemy attack, you are to cover the Galatea's escape from the system at any cost."

2078, "Abandoning the Galatea in an asteroid field was an inexplicable act of cowardice.  The Galatea has been destroyed and you are to blame.  You are hereby stripped of all rank and duties."

2079, "Stay in the area until the Galatea can depart.  If you are having trouble staying alive long enough, try flying slower and using thrusters to control your speed.  Asteroids are often much farther than they seem."

2080, "The destruction of the Galatea is a major loss for the Terran Alliance.  

Thousands of lives were lost due to your poor execution.

Perhaps this task should have been given to a more skilled pilot.  You are hereby stripped of all rank and duties in the GTA."

2081, "If the Galatea takes too many asteroid hits, it will not survive.  Concentrate on the asteroids with the white targeting brackets.  The Galatea's turrets will also fire on the asteroids.  Don't waste time with the ones the Galatea is firing on.

Pay special attention to the area around the subspace node.  Asteroids in this area pose a greater threat to the Galatea.
