#Default

; cutscenes.tbl
3330, "Stand by, pilot.  Notifying Command, and heading to the Krios's last known location.  Sit tight, we're on our way."

3331, "More fighters coming in!  They're trying to 'sanitize' us!"

3332, "All the escape pods have been destroyed!"

3333, "GTD Soyakaze, ready to assist.  Retrieving pods and deploying reinforcements."

3334, "GTD Soyakaze, ready to assist.  Deploying reinforcements."

3335, "We can't risk any more time here, pilots.  We're jumping to a secure location and uploading our coordinates to your ships.  Soyakaze out."

3336, "The Vanir has been destroyed."

3337, "Sigma wing is here to reinforce you, Alpha."

3338, "We've destroyed the Aesir!"

3339, "We've lost some of the escape pods!"

3340, "Half the pods are gone!  That information has to get through!"

3341, "There are only two escape pods left!  Protect them at all costs!"

3342, "Keep those gunners occupied, pilots!  We need to buy those pods some time!"

3343, "All escape pods have been successfully retrieved."

; str12.fs2

3344, "Our hero assists a convoy under attack from rebel forces."

3345, "* GTD Soyakaze
* Delta Serpentis System
* 5/20/35

Victory

At 0525 hours this morning, GTA High Command declared a decisive victory over the Shivans in Ross 128 and Ikeya.  The species which annihilated the Ancients, which devastated Vasuda Prime, which nearly succeeded in driving mankind to extinction, has been defeated.  Recon units have found no trace of any remaining Shivan activity. 

With the Shivans gone, we should be able to start rebuilding our shattered systems and working on forging a lasting alliance with the Vasudans.  But there has been a terrible new development."

3346, "Ambush

While allied forces throughout Ross 128 engaged the Shivans, fighters and bombers launched from the GTD Repulse secretly attacked, disabled, and destroyed the Krios.  Only through the intervention of the Soyakaze were the survivors recovered.  We believe the Krios was destroyed to cover up information it had gathered about rogue activity in the Research and Development branch of GTI.

Once we had contacted GTA High Command, the Repulse and the R&D fleet immediately sprang into action, pulling out of Ross 128 and heading to Delta Serpentis.  Command has authorized all GTA units to consider these forces hostile, and to capture or destroy them at any opportunity.

Our agents have pieced together the events leading up to the Krios's destruction by analyzing the evidence salvaged from her.  A summary of the report follows."

3347, "Evidence

The Krios's interrogations of the Einstein's survivors suggest that Research and Development knew about the existence of the Shivans even before their initial appearance at Ross 128.  Several science vessels, including the Einstein, were assigned to secretly study this new species and its technology.  We believe the Einstein was deployed to Ross 128 and then reported destroyed so that the ship could continue its research operations without fear of outside supervision.

While R&D was instrumental in enabling the GTA and PVE fleets to quickly close the technological gap on the Shivans during the Great War, events strongly suggested that the Repulse and its fleet were keeping their most significant discoveries to themselves.  Based on the Einstein's appearance at the Vasudan research site in Deneb, Admiral Scott theorized that there could be an unknown number of ghost R&D ships conducting research unaccountable to the rest of the GTA.  This theory was given further support when pilots from the Krios blundered upon a secret recovery operation in Ross 128 and came under fire from rogue ships."

3348, "Betrayal

With the Krios slowly assembling evidence, the rogue elements grew in increasing danger of being exposed.  The Repulse sought to destroy this information before it reached critical mass and soon found the perfect opportunity.

With the Krios's fighter wings and support craft engaging the Shivans in Ross 128, the destroyer was left virtually undefended.  The rebels launched bombers against the Krios while sanitizing several SpecOps operations and jamming the transmissions of others under the guise of monitoring scientific data.  Only the pilots attacking the SD Archon returned early enough to witness the destruction of the Krios, and it was only because of their quick thinking that we were able to recover enough evidence to implicate Research and Development.  We have taken care to spread that information far enough that it can no longer be covered up.  The silent threat has been forced into the open."

3349, "Rebellion

We do not yet know the full extent of the insurrection, nor the rebels' motives or objectives.  Unfortunately, our maneuvers against the Shivans have left our fleets at serious risk of guerilla attacks from within.  While the GTA consolidates its forces, the Soyakaze has been tasked with gathering all the data we can about the enemy's objectives.  We cannot allow them the element of surprise. 

Report for mission briefings immediately."

3350, "At ease, pilots, and welcome to the 82nd Nighthawks.  I understand you're still a little shaken up after the destruction of the $f Krios, but rest assured -- the $h R&D rebels will get what's coming to them, sooner or later.  $f Terran $f Command and the officers of the $f Soyakaze are still analyzing data regarding the $h R&D insurrection and preparing a counterattack.  You'll be fully briefed when the time comes."

3351, "A situation is developing in $b Delta $b Serpentis.  Slipping behind our rear defenses, the $h Repulse launched a surprise attack against the diplomatic installations orbiting Delta Serpentis IV.  $f Terran and $f Vasudan forces responded quickly, but by the time they arrived, the orbital annex of the Vasudan Embassy had been wiped out.

The loss of life was less than would be expected from such an attack, but our communications with the Vasudan government have been thrown into disarray.  Needless to say, the incident has not improved Terran-Vasudan relations either."

3352, "Although the $h Repulse has since gone into hiding, the GTA isn't taking any chances.  The survivors of the attack are currently being relocated to fortified positions within the Terran-Vasudan fleet.  Diplomats, officers, and supply convoys are currently en route to a secure rendezvous point within the Delta Serpentis system, where they will be joined by the $f GTC $f Challenger and the $f PVC $f Bastet."

3353, "Unfortunately, $h R&D has access to our fleet communications network, so it is quite likely that the convoys will fall under attack.  You must defend the convoys until the Challenger and Bastet arrive.  Once the cruisers have relieved you, you may return to the $f Soyakaze.

Do not fail, pilots.  Dismissed."

3354, "Your primary objective was to defend the convoys against rebel attack, and you failed.  Hundreds of innocent lives were lost due to your incompetent performance.  Worse, Terran relations with the Vasudan government may have been damaged beyond repair.

You and your wing are grounded pending a formal inquiry into these events.  As wing leader, you will be court-martialed and charged with willful negligence of duty.  Frankly, you'll be lucky to get a dishonorable discharge."

3355, "Pay particular attention to Bragi, Roskva and Buri wings.  Be careful not to get distracted by dogfighting."

3356, "Good job, Alpha.  Thanks to you, the majority of the survivors were successfully evacuated.  They have been placed under allied protection, and the GTA is now working to restore ordered communication with the PVE."

3357, "Your protection of the freighters ensured that the refugees were well-supplied when they arrived at their shelter.  Well done."

3358, "Excellent work, Alpha.  Through your efforts, every single ship that was in your care made it to safe havens in Delta Serpentis.  They have been placed under allied protection, and the GTA is now working to restore ordered communication with the PVE."

3359, "Alpha 4 exhibited conduct unbecoming an officer of the GTA, and has been disciplined accordingly.  Let me remind you that all pilots have a responsibility to adhere to the highest standards of behavior, especially in their interactions with Vasudans.

With the repositioning of the GTA and PVE fleets in Delta Serpentis, the way is clear for our forces to begin the counterattack.  The next briefing will be at 1400 hours this afternoon.  Don't be late."

3360, "Diplomats"

3361, "Officers"

3362, "Vasudan Supplies"

3363, "Terran Supplies"

3364, "Destroy Roskva"

3365, "Escort the convoy"

3366, "Escort the freighters"

3367, "Protect the entire convoy"

3368, "Alpha, the Challenger and the Bastet have resolved their engagements and are now en route to your location."

3369, "It's about time..."

3370, "This is the GTC Challenger and PVC Bastet, here to assume escort of the convoy."

3371, "Thanks for your assistance, Alpha.  All ships, form up close and prepare to engage jump drives.  Transmitting coordinates now."
